user_input,bot_response,ability,extra_label
Cheese ! It tastes like cardboard .,I think so . Maybe that ’ s why it ’ s cheap here .,conversation,disgust
Have you signed up to join the company ’ s Christmas party ?,"Sure , I have . Will you join ?",conversation,neutral
"I will . You know , as a newcomer , I think it might be a good opportunity to get to know people from the other departments of our company in a more relaxed atmosphere .",You are right . Our company ’ s Christmas party has always been an amazing occasion for everybody to relax and get to know each other better . It is also a time to make new friends and do some networking .,conversation,neutral
I hope that it is not a formal one when the boss is there .,"No , it will not be formal at all . It is a fun time . You will love the game show . Please dress casually . Usually there is an over abandon of drinks , so be careful with that .",conversation,neutral
"If the weatherman's predictions are accurate , it should rain tomorrow .",I hope not . Then we'd have to reschedule our baseball game .,conversation,neutral
"hi , Emily , do you know that guy over there ?","The tall one ? Sure , that's Drive , he works with Lily .",conversation,neutral
He is cute.What dose he do ?,"I'm not sure , he is a manager I think .",conversation,neutral
Really ? Are you going to introduce us ?,"Well , he has already taken you know , that's his wife right there .",conversation,neutral
You didn't ring me last night . You said you would .,I'm sorry to have made you disappointed .,conversation,sadness
That's all right . But why were you so rude to me at lunch .,"Was I ? Sorry , I didn ’ t mean to be . I do apologize .",conversation,surprise
And why are you yarning now ? Are you bored ?,Forgive me darling . I'm very tired .,conversation,neutral
"Hi , Nicole . Did you have a good weekend ?","Yes , I did . But I feel tired today .",conversation,neutral
Really ? Why ?,"Well , on Saturday I cleaned the house and played tennis . Then on Sunday I hiked in the country .",conversation,neutral
"And I bet you studied , too .",Yeah . I studied on Sunday evening . What about you ?,conversation,neutral
"Well , I didn't clean the house and I didn't study . I stayed in bed and watched TV .","That sounds like fun , but did you exercise ?",conversation,happiness
There will be a parade to celebrate National Day this weekend .,What's the route ?,conversation,neutral
From Zhongshan Circus to City Bank .,If only I could join it !,conversation,neutral
Excuse me . I'm afraid you're in my seat . You've moved my books .,"Oh , dear .",conversation,surprise
You must have realized somebody was here .,"Oh , well , I looked around . There wasn't any other space . I waited a while and nobody came . I'm sorry if I've taken your place .",conversation,neutral
What ’ s the life expectancy in your country ?,"I ’ m not sure , but probably about 75 years . How about in your country ?",conversation,neutral
"About 70 , I think . This newspaper article talks about the problems of an aging population . It ’ s a problem that will soon affect most of the world .","I heard that the government might need to increase the retirement age , because otherwise there will not be enough workers to support the young and the elderly .",conversation,neutral
Perhaps we need to have more babies ! Tina gave birth to a baby boy yesterday .,"Did she ? That ’ s great . However , if we have too many children , that will have a bad effect on the enviroment .",conversation,happiness
How ’ s your son these days ?,"Oh , he ’ s fine . Kids seem to grow up very quickly nowadays .",conversation,neutral
He ’ ll be a teenager before you know it ! Teenagers are often rebellious ! When do you mine it is a good age to have a child ?,"I had mine when I was 24 . that ’ s a little young . I ’ d suggest you wait until you are in your late twenties . , or even in your early thirties if you have a good career .",conversation,neutral
"Yes , I think you ’ re right . I ’ m thinking about having a child , but not just yet .",Is there a big generation gap between parents and their children in you country ?,conversation,neutral
"Yes , there is . Teenagers do not want to live traditional lives . They want to go out , have fun , and explore the world . They want to develop their own view of life . Parents usually try to discourage them , but they don ’ t often succeed .",Parents usually give their children more freedom in my country . Sometimes they give them too much freedom .,conversation,neutral
I'm going to Japan this year on vacation .,Have you ever been to America ?,conversation,happiness
"No , but I'd really like to .",You'd like it .,conversation,happiness
"Hey , Mark , long time no see .",Julie ! It's good to see you again . How have you been ?,conversation,happiness
Great . I just got back from a week's vacation in Thailand .,Really ? How was it ?,conversation,happiness
Fantastic ! I didn't want to come back .,I hear the beaches in Thailand are beautiful .,conversation,happiness
"They are . And not only that the people are friendly , but also the food is delicious , not to mention cheap .",I do like Thai food . Did you see much of Bangkok ?,conversation,happiness
Not much . I've got enough city life in Beijing .,I know what you mean . I could use a vacation myself .,conversation,happiness
